code,name,mainFoodType,detailedFoodType,calorie,protein,fat,carbohydrate,taste,mainIngredient,secondaryIngredient,cookMethod
D015493,초코파운드케익,빵류,케이크류,390,5,8,30,단맛,초콜릿,버터,굽기
D015495,피크닉롤,빵류,케이크류,320,5,8,30,담백한맛,밀가루,햄,로스팅
D015497,명가명품 우리 벌꿀 카스텔라,빵류,케이크류,290,6,8,30,단맛,당류,알 수 없음,알 수 없음
D015500,제주 녹차 롤케익,빵류,케이크류,310,6,8,30,단맛,차류,슈가,굽기
D015501,명가명품 제주 녹차 카스텔라,빵류,케이크류,290,7,8,30,단맛,차류,당분,굽기
D015502,명가명품 제주 천혜향 카스테라,빵류,케이크류,275,6,8,30,단맛,과일류,계란,알 수 없음
D015504,실키롤케익,빵류,케이크류,340,6,8,30,단맛,밀가루,설탕,굽기
D015508,호두파운드케익,빵류,케이크류,395,6,8,30,단맛,견과류,호두,굽기
D015510,정통 파운드케익,빵류,케이크류,390,5,8,30,단맛,밀가루,바닐라추출물,굽기
D015512,무지개 카스테라,빵류,케이크류,320,6,8,30,단맛,계란,설탕,굽기
D015516,산딸기 듬뿍 롤케익,빵류,케이크류,315,6,8,30,단맛,과일류,밀가루,굽기
D015517,마블 케이크,빵류,케이크류,395,5,8,30,단맛,초콜릿,바닐라,굽기
D015518,카페모카롤케익,빵류,케이크류,355,6,8,30,단맛,커피,바닐라추출물,굽기
D016789,우리유자 롤케이크,빵류,케이크류,370,6,8,30,단맛,과일류,설탕,굽기
D016799,흑당 카스테라,빵류,케이크류,1519,7,8,30,단맛,당류,흑당,굽기
D017402,오리지널 매콤치즈 핫도그,빵류,기타 빵류,313,7,31,33,매운맛,밀가루,치즈,튀기기
D016810,클래식 롤케이크,빵류,케이크류,360,6,8,30,단맛,밀가루,설탕,굽기
D016811,클래식 딸기잼 롤케이크,빵류,케이크류,315,6,8,30,단맛,과일류,바닐라추출물,굽기
D010983,파우더 스트로베리 필드,빵류,도넛류,248,4,17,30,단맛,밀가루,초콜릿,알 수 없음
D016813,그랑드카페모카 롤케이크,빵류,케이크류,375,6,8,30,단맛,초콜릿,초콜릿,굽기
D016814,더블초코 롤케이크,빵류,케이크류,383,7,8,30,단맛,초콜릿,설탕,굽기
D016815,제주첫물녹차 롤케이크,빵류,케이크류,365,6,8,30,단맛,차류,밀가루,굽기
D016816,허니월넛 롤케이크,빵류,케이크류,390,7,8,30,단맛,견과류,월넛,굽기
D016818,우리 유자 카스테라,빵류,케이크류,310,7,8,30,단맛,과일류,설탕,굽기
D016822,클래식 파운드,빵류,케이크류,450,6,8,30,단맛,유제품,설탕,굽기
D016823,호두 파운드,빵류,케이크류,484,7,8,30,단맛,견과류,설탕,굽기
D015503,플레인스콘,빵류,기타 빵류,275,5,11.25,34.125,담백한맛,밀가루,버터,굽기
D016824,클래식 카스테라,빵류,케이크류,306,8,8,30,단맛,계란,설탕,굽기
D015506,콰트로 치즈 스콘,빵류,기타 빵류,270,7,11.25,34.125,단맛,치즈,버터,굽기
D016825,제주 첫물녹차 카스테라,빵류,케이크류,296,8,8,30,단맛,차류,설탕,굽기
D015509,앙버터 스콘,빵류,기타 빵류,470,6,18,54.6,단맛,유제품,버터,굽기
D016855,골든애플롤,빵류,케이크류,355,6,8,30,단맛,과일류,계란,굽기
D011363,블루베리 크림치즈,빵류,도넛류,288,5,17,30,단맛,밀가루,설탕,굽기
D017368,코코넛망고 케이크,빵류,케이크류,298,4,15,35,단맛,과일류,버터,굽기
D015513,호두파이,빵류,기타 빵류,275,5,17.51527742,42.63572258,단맛,견과류,버터,굽기
D011365,크랜베리 크림치즈,빵류,도넛류,314,6,17,30,단맛,밀가루,크랜베리,굽기
D017386,밀크 크레이프 케익,빵류,케이크류,225,3,15,24,단맛,밀가루,설탕,굽기
D016957,떠먹는 쁘띠 티라미수,빵류,케이크류,325,4,8,30,단맛,치즈,카카오가루,무치기
D012083,까망베르 치즈,빵류,케이크류,385,11,8,30,담백한맛,유제품,와인,굽기
D012368,레몬얼그레이 우드파운드,빵류,케이크류,370,6,8,30,단맛,과일류,레몬즙,굽기
D016444,뽀빠이 식스팩 메이플 바이츠,빵류,도넛류,250,3,17,30,단맛,밀가루,알 수 없음,굽기
D012283,티라미수 크레이프,빵류,케이크류,285,5,8,30,단맛,밀가루,슈가,굽기
D016949,부드러운 카스테라,빵류,케이크류,320,11,8,30,단맛,계란,설탕,굽기
D016446,스키피 피넛버터 스트로베리,빵류,도넛류,305,4,17,30,단맛,밀가루,설탕,알 수 없음
D016451,가을을 속삭이는 밤,빵류,도넛류,365,4,17,30,알 수 없음,밀가루,쌀가루,굽기
D016456,솔티드 카라멜 앤 피넛,빵류,도넛류,260,4,17,30,단맛,밀가루,피넛,굽기
D016459,옥수로 맛있는 콘바이츠,빵류,도넛류,210,3,17,30,담백한맛,밀가루,알 수 없음,굽기
D015531,바싹 불고기포카챠,빵류,기타 빵류,370,17,17.51527742,42.63572258,매운맛,가금류 이외 육류,파프리카,굽기
D016469,사랑에 빠진 하트,빵류,도넛류,265,4,17,30,알 수 없음,밀가루,초콜릿,알 수 없음
D015535,호밀 샌드위치,빵류,샌드위치류,405,14,18,40,담백한맛,밀가루,토마토,굽기
D015536,트러플오일 크로크무슈,빵류,샌드위치류,235,9,5.342857143,15.08571429,담백한맛,버섯류,빵가루,굽기
D015539,크랜베리 치킨호밀샌드위치,빵류,샌드위치류,435,14,18,40,담백한맛,커피,마요네즈,굽기
D015541,에그샐러드샌드위치,빵류,샌드위치류,430,14,18,40,담백한맛,계란,마요네즈,굽기
D015542,디럭스 샌드위치,빵류,샌드위치류,500,17,18,40,담백한맛,밀가루,치즈,굽기
D016477,바바리안필드,빵류,도넛류,215,3,17,30,담백한맛,밀가루,브로콜리,굽기
D015544,햄&코올슬로 샌드위치,빵류,샌드위치류,470,15,18,40,담백한맛,가금류 이외 육류,빵,굽기
D016489,녹차 초코칩 머핀,빵류,도넛류,430,6,17,30,단맛,밀가루,설탕,굽기
D015547,소시지 또띠아,빵류,기타 빵류,430,16,17.51527742,42.63572258,담백한맛,가금류 이외 육류,양파,굽기
D015549,에그쉬림프,빵류,샌드위치류,425,18,10.2,28.8,담백한맛,해산물,마늘,볶기
D016646,NEW정통고로케,빵류,도넛류,315,8,17,30,담백한맛,밀가루,알 수 없음,튀기기
D015556,와사비크랩볼,빵류,샌드위치류,470,14,9.957142857,28.11428571,매운맛,해산물,마요네즈,튀기기
D015558,미니버거,빵류,버거류,570,18,30,43,짠맛,가금류 이외 육류,치즈,굽기
D016748,엄마랑장볼때먹던 그때그도나쓰,빵류,도넛류,435,5,17,30,알 수 없음,밀가루,알 수 없음,튀기기
D016750,딸기마카롱도넛,빵류,도넛류,225,4,17,30,단맛,밀가루,설탕,굽기
D015563,매콤 닭강정 샌드위치,빵류,샌드위치류,370,10,18,40,매운맛,커피,마요네즈,튀기기
D012836,더블X2,빵류,버거류,730,25,30,43,알 수 없음,가금류 이외 육류,양파,알 수 없음
D015565,시저치킨 샐러드랩,빵류,샌드위치류,575,17,13.11428571,37.02857143,담백한맛,커피,로메인,굽기
D015566,케이준치킨 샐러드랩,빵류,샌드위치류,490,13,11.17142857,31.54285714,매운맛,커피,양상추,굽기
D015567,통살 치킨버거,빵류,버거류,455,19,30,43,담백한맛,커피,피클,굽기
D012837,모짜렐라 인 더 버거  베이컨,빵류,버거류,715,30,30,43,짠맛,가금류 이외 육류,베이컨,굽기
D015569,불고기 바게뜨,빵류,샌드위치류,215,6,5.585714286,15.77142857,단맛,가금류 이외 육류,파,굽기
D015570,치킨클럽 3단 샌드위치,빵류,샌드위치류,310,12,18,40,담백한맛,커피,토마토,굽기
D015571,미니버거 믹스박스,빵류,버거류,4350,12,30,43,담백한맛,가금류 이외 육류,양파,굽기
D015572,클래식 핫도그,빵류,기타 빵류,275,8,18,22.2,짠맛,가금류 이외 육류,머스타드,굽기
D015573,멜팅치즈 핫도그,빵류,기타 빵류,310,11,19.5,24.05,짠맛,밀가루,빵,튀기기
D015575,그랑데 리얼가나슈,빵류,크림빵류,205,3,9.1,25.9,단맛,초콜릿,초콜릿,굽기
D015578,건강한 목초란으로 구운 에그타르트,빵류,기타 빵류,135,2,5.5,20.5,단맛,계란,설탕,굽기
D015584,콰트로 치즈 범벅 타르트,빵류,기타 빵류,150,2,4.95,18.45,단맛,치즈,치즈,굽기
D017380,당근파운드 케이크,빵류,케이크류,334,0,17,41,단맛,채소류,버터,굽기
D012848,TREX 버거,빵류,버거류,475,26,30,43,담백한맛,가금류 이외 육류,양파,굽기
D017382,스윗밀크 롤케익,빵류,케이크류,220,5,13,23,단맛,밀가루,설탕,굽기
D015590,리얼가나슈,빵류,크림빵류,120,1,4.29,12.21,단맛,초콜릿,버터,굽기
D015591,크림치즈&인절미 타르트,빵류,기타 빵류,185,3,5.17,19.27,단맛,치즈,밤,굽기
D015592,도라야끼,빵류,앙금빵류,155,3,2.2,28.6,단맛,밀가루,낫토,굽기
D015595,티라미수 타르트,빵류,기타 빵류,195,3,5.28,19.68,단맛,밀가루,에스프레소,굽기
D015602,호두듬뿍타르트,빵류,기타 빵류,190,3,4.95,18.45,단맛,견과류,버터,굽기
D015610,보스턴 브라우니 타르트,빵류,기타 빵류,230,3,6.05,22.55,단맛,초콜릿,바닐라,굽기
D015616,조각호두파이,빵류,기타 빵류,275,5,17.51527742,42.63572258,단맛,견과류,설탕,굽기
D015644,롱스틱파이,빵류,기타 빵류,245,2,17.51527742,42.63572258,단맛,채소류,슈가,튀기기
D016022,슈슈 버거,빵류,버거류,404,13,30,43,담백한맛,가금류 이외 육류,양상추,굽기
D012274,초코 밀크푸딩무스,빵류,케이크류,320,4,8,30,단맛,초콜릿,설탕,굽기
D012280,스트로베리 스퀘어,빵류,케이크류,240,3,8,30,단맛,과일류,설탕,굽기
D013504,구운 바나나 케이크,빵류,케이크류,339,3,8,30,단맛,과일류,설탕,굽기
D013508,밀크티 초콜릿 케이크,빵류,케이크류,350,3,8,30,단맛,초콜릿,슈거,굽기
D013516,진한 녹차 생크림 케이크,빵류,케이크류,272,3,8,30,단맛,차류,녹차분말,굽기
D013518,초콜릿 데블스 케이크,빵류,케이크류,402,5,8,30,단맛,초콜릿,설탕,굽기
D016025,골든 에그 치즈버거,빵류,버거류,707,42,30,43,짠맛,가금류 이외 육류,치즈,굽기
D015798,콤비네이션 피자(R),빵류,피자류,327.83,14.06,11,35,짠맛,밀가루,페퍼로니,굽기
D015799,페파로니 피자(R),빵류,피자류,362.33,16.1,11,35,짠맛,가금류 이외 육류,치즈,굽기
D015800,포테이토 피자(R),빵류,피자류,371.04,14.77,11,35,단맛,채소류,치즈,굽기
D015801,고구마 피자(R),빵류,피자류,399.82,16.71,11,35,단맛,채소류,치즈,굽기
D015802,불고기 피자(R),빵류,피자류,382.12,15.76,11,35,단맛,가금류 이외 육류,파프리카,굽기
D015803,스테이크 불갈비 피자(R),빵류,피자류,361.73,17.11,11,35,담백한맛,가금류 이외 육류,치즈,굽기
D015804,치킨 텐더 피자(R),빵류,피자류,391.13,18.11,11,35,단맛,커피,치즈,굽기
D016039,베이컨 에그 맥머핀,빵류,버거류,298,17,30,43,담백한맛,가금류 이외 육류,버터,굽기
D016040,소시지 에그 맥머핀,빵류,버거류,414,21,30,43,담백한맛,가금류 이외 육류,버터,굽기
D015807,깐풍 피자(R),빵류,피자류,383.98,15.38,11,35,매운맛,밀가루,피망,굽기
D015808,쉬림프 깐풍 피자(R),빵류,피자류,423.02,17.18,11,35,매운맛,해산물,파프리카,굽기
D016041,베이컨 토마토 머핀,빵류,버거류,216,12,30,43,담백한맛,가금류 이외 육류,버터,굽기
D016124,더블베이컨토마토비프,빵류,버거류,585,29,30,43,짠맛,가금류 이외 육류,토마토,굽기
D015811,몬스터 포테이토 피자(R),빵류,피자류,437.99,19.86,11,35,단맛,밀가루,알 수 없음,굽기
D015812,몬스터 고구마 피자(R),빵류,피자류,533.22,25.09,11,35,단맛,채소류,감자,굽기
D015813,몬스터 불고기 피자(R),빵류,피자류,566.8,24.26,11,35,매운맛,가금류 이외 육류,양파,굽기
D015814,몬스터 하와이안 쉬림프 피자(R),빵류,피자류,505.67,27.69,11,35,단맛,해산물,파인애플,굽기
D015815,이탈리안 치즈 피자(R),빵류,피자류,469.58,26.98,11,35,짠맛,치즈,올리브,굽기
D015816,콤비네이션 피자(R),빵류,피자류,462.97,20.71,11,35,단맛,밀가루,페퍼로니,굽기
D015817,페파로니 피자(R),빵류,피자류,497.47,22.76,11,35,짠맛,가금류 이외 육류,치즈,굽기
D015818,포테이토 피자(R),빵류,피자류,506.19,21.42,11,35,단맛,채소류,올리브유,굽기
D015819,고구마 피자(R),빵류,피자류,534.96,23.36,11,35,단맛,채소류,치즈,굽기
D016131,메가몬스터X,빵류,버거류,1420,60,30,43,알 수 없음,가금류 이외 육류,알 수 없음,알 수 없음
D015821,스테이크 불갈비 피자(R),빵류,피자류,496.88,23.77,11,35,단맛,가금류 이외 육류,치즈,굽기
D015822,치킨 텐더 피자(R),빵류,피자류,526.27,24.76,11,35,담백한맛,커피,치즈,굽기
D016132,몬스터X,빵류,버거류,1140,51,30,43,알 수 없음,가금류 이외 육류,알 수 없음,알 수 없음
D015824,하와이안 쉬림프 피자(R),빵류,피자류,567.9,26.55,11,35,단맛,해산물,파인애플,굽기
D016136,베이컨치즈와퍼,빵류,버거류,780,37,30,43,짠맛,가금류 이외 육류,토마토,굽기
D016141,비프칠리통모짜X,빵류,버거류,1014,48,30,43,알 수 없음,가금류 이외 육류,알 수 없음,알 수 없음
D015876,콤비네이션피자 R,빵류,피자류,466,27,11,35,짠맛,밀가루,페퍼로니,굽기
D015878,스위트골드피자(R),빵류,피자류,321,21,11,35,단맛,밀가루,치즈,굽기
D015880,불고기피자(R),빵류,피자류,466,29,11,35,단맛,밀가루,피망,굽기
D016142,비프칠리통모짜와퍼,빵류,버거류,1033,51,30,43,매운맛,가금류 이외 육류,양파,굽기
D016152,통모짜X,빵류,버거류,1033,46,30,43,알 수 없음,가금류 이외 육류,알 수 없음,알 수 없음
D016153,통모짜와퍼,빵류,버거류,1058,51,30,43,담백한맛,가금류 이외 육류,치즈,굽기
D015888,치즈피자(R),빵류,피자류,446,25,11,35,단맛,치즈,토마토소스,굽기
D015890,페퍼로니피자(R),빵류,피자류,501,28,11,35,짠맛,밀가루,치즈,굽기
D015892,고구마피자(R),빵류,피자류,418,16,11,35,단맛,채소류,치즈,굽기
D015894,포테이토피자(R),빵류,피자류,348,16,11,35,단맛,채소류,치즈,굽기
D015896,단호박피자(R),빵류,피자류,354,13,11,35,단맛,채소류,치즈,굽기
D015898,핫스파이스피자(R),빵류,피자류,480,29,11,35,매운맛,밀가루,토마토소스,굽기
D015900,통새우피자(R),빵류,피자류,365,19,11,35,짠맛,해산물,치즈,굽기
D016154,통모짜와퍼주니어,빵류,버거류,699,30,30,43,알 수 없음,가금류 이외 육류,양파,알 수 없음
D016158,트러플 통모짜X,빵류,버거류,1062,46,30,43,담백한맛,가금류 이외 육류,알 수 없음,굽기
D016161,트러플머쉬룸와퍼,빵류,버거류,738,29,30,43,담백한맛,가금류 이외 육류,버터,굽기
D016250,언빌리버블버거,빵류,버거류,608,35,30,43,알 수 없음,가금류 이외 육류,양상추,굽기
D015909,반미터맛있는피자,빵류,피자류,417,24,11,35,단맛,밀가루,토마토,굽기
D015910,반미터생각나는피자,빵류,피자류,415,26,11,35,단맛,밀가루,토마토,굽기
D015911,농촌피자,빵류,피자류,351,15,11,35,담백한맛,밀가루,치즈,굽기
D015912,어촌피자,빵류,피자류,532,26,11,35,담백한맛,해산물,감자,굽기
D016253,치즈베이컨버거,빵류,버거류,479,32,30,43,짠맛,가금류 이외 육류,피클,굽기
D015914,반미터네가지피자,빵류,피자류,420,24,11,35,담백한맛,밀가루,토마토,굽기
D016263,햄치즈휠렛버거,빵류,버거류,478,31,30,43,단맛,가금류 이외 육류,치즈,굽기
D018296,BLT샌드위치,빵류,샌드위치류,423.85,20.9,29.56,18.56,담백한맛,가금류 이외 육류,토마토,굽기
D015917,점보피자(포테이토),빵류,피자류,354,22,11,35,단맛,밀가루,베이컨,굽기
D011377,어니언 햄 모짜렐라 파니니,빵류,샌드위치류,386,11,7.771428571,21.94285714,짠맛,가금류 이외 육류,버터,굽기
D011378,에그베이컨 크로와상,빵류,샌드위치류,451,18,7.285714286,20.57142857,담백한맛,가금류 이외 육류,베이컨,굽기
D012116,애플 고다 프렌치토스트,빵류,샌드위치류,285,14,6.071428571,17.14285714,단맛,가금류 이외 육류,시나몬,굽기
D012120,그릴드포카치아갈릭치킨,빵류,샌드위치류,300,30,7.917142857,22.35428571,단맛,가금류 이외 육류,마늘,굽기
D012121,그릴드포카치아햄&치즈,빵류,샌드위치류,300,27,7.042857143,19.88571429,짠맛,가금류 이외 육류,치즈,굽기
D015923,고기농장피자,빵류,피자류,403,19,11,35,단맛,가금류 이외 육류,베이컨,굽기
D015924,반미터고기농장피자,빵류,피자류,497,23,11,35,단맛,가금류 이외 육류,토마토,굽기
D015925,반미터콤비네이션,빵류,피자류,413,25,11,35,담백한맛,가금류 이외 육류,피클,굽기
D015926,반미터불고기피자,빵류,피자류,418,24,11,35,매운맛,가금류 이외 육류,치즈,굽기
D012124,토마토모짜렐라랩,빵류,샌드위치류,455,40,12.19142857,34.42285714,담백한맛,가금류 이외 육류,바질,굽기
D015928,반미터불새피자,빵류,피자류,422,24,11,35,매운맛,밀가루,치즈,굽기
D012126,올리브 치킨 파니니,빵류,샌드위치류,590,64,10.00571429,28.25142857,담백한맛,가금류 이외 육류,토마토,굽기
D015930,반미터통새우피자,빵류,피자류,456,28,11,35,담백한맛,해산물,치즈,굽기
D012127,칠리 소시지 바게트 샌드위치,빵류,샌드위치류,430,38,18,40,매운맛,가금류 이외 육류,양파,굽기
D015936,피자스틱(고구마),빵류,피자류,312,0,11,35,단맛,채소류,치즈,굽기
D015937,피자스틱(감자),빵류,피자류,162,1,11,35,짠맛,채소류,치즈,굽기
D015938,피자스틱(단호박),빵류,피자류,164,0,11,35,단맛,채소류,치즈,굽기
D012135,햄&치즈 퀘사디아,빵류,샌드위치류,465,49,9.568571429,27.01714286,짠맛,가금류 이외 육류,양파,굽기
D012139,페스토 햄치즈 파니니,빵류,샌드위치류,535,44,9.034285714,25.50857143,단맛,가금류 이외 육류,바질,굽기
D012156,B.E.L.T 샌드위치,빵류,샌드위치류,585,47,18,40,담백한맛,가금류 이외 육류,토마토,굽기
